"genus","species","taxon"
"Hincksia","Hincksia granulosa",NA
"Hincksia","Hincksia hincksiae",NA
"Hincksia","Hincksia ovata",NA
"Hincksia","Hincksia sandriana",NA
"Hippuris","Hippuris tetraphylla",NA
"Hippuris","Hippuris vulgaris",NA
"Hydrocharis","Hydrocharis morsus-ranae",NA
"Hydrolithon","Hydrolithon farinosum",NA
"Isoëtes","Isoëtes echinospora",NA
"Isoëtes","Isoëtes lacustris",NA
"Isthmoplea","Isthmoplea sphaerophora",NA
"Laminaria","Laminaria digitata",NA
"Laminaria","Laminaria hyperborea",NA
"Laminariocolax","Laminariocolax aecidioides",NA
"Laminariocolax","Laminariocolax tomentosoides",NA
"Lamprothamnium","Lamprothamnium papulosum",NA
"Leathesia","Leathesia marina",NA
"Lemna","Lemna gibba",NA
"Lemna","Lemna minor",NA
"Lemna","Lemna trisulca",NA
"Leptodictyum","Leptodictyum riparium",NA
"Leptonematella","Leptonematella fasciculata",NA
"Leptophytum","Leptophytum laeve",NA
"Limosella","Limosella aquatica",NA
"Lithophyllum","Lithophyllum crouaniorum",NA
"Titanoderma","Titanoderma pustulatum",NA
"Lithothamnion","Lithothamnion glaciale",NA
"Lithothamnion","Lithothamnion sonderi",NA
"Litosiphon","Litosiphon laminariae",NA
"Lomentaria","Lomentaria articulata",NA
"Lomentaria","Lomentaria clavellosa",NA
"Lomentaria","Lomentaria orcadensis",NA
"Mastocarpus","Mastocarpus stellatus",NA
"Meiodiscus","Meiodiscus spetsbergensis",NA
"Melobesia","Melobesia membranacea",NA
"Membranoptera","Membranoptera alata",NA
"Mesogloia","Mesogloia lanosa",NA
"Mesogloia","Mesogloia vermiculata",NA
"Microcoryne","Microcoryne ocellata",NA
"Microspongium","Microspongium globosum",NA
"Microspongium","Microspongium stilophorae",NA
"Mikrosyphar","Mikrosyphar polysiphoniae",NA
"Mikrosyphar","Mikrosyphar porphyrae",NA
"Mikrosyphar","Mikrosyphar zosterae",NA
"Monostroma","Monostroma balticum",NA
"Monostroma","Monostroma grevillei",NA
"Myriactula","Myriactula chordae",NA
"Myriactula","Myriactula fucorum",NA
"Myriactula","Myriactula haydenii",NA
"Myriactula","Myriactula rivulariae",NA
"Myriocladia","Myriocladia lovenii",NA
"Myrionema","Myrionema balticum",NA
"Myrionema","Myrionema magnusii",NA
"Myrionema","Myrionema seriatum",NA
"Myrionema","Myrionema strangulans",NA
"Myriophyllum","Myriophyllum alterniflorum",NA
"Myriophyllum","Myriophyllum sibiricum",NA
"Myriophyllum","Myriophyllum spicatum",NA
"Myriophyllum","Myriophyllum verticillatum",NA
"Myriotrichia","Myriotrichia clavaeformis",NA
"Najas","Najas marina",NA
"Nemalion","Nemalion elminthoides",NA
"Polysiphonia","Polysiphonia elongella",NA
"Melanothamnus","Melanothamnus harveyi",NA
"Nitella","Nitella confervacea",NA
"Nitella","Nitella flexilis",NA
"Nitella","Nitella gracilis",NA
"Nitella","Nitella hyalina",NA
"Nitella","Nitella mucronata",NA
"Nitella","Nitella opaca",NA
"Nitella","Nitella syncarpa",NA
"Nitella","Nitella wahlbergiana",NA
"Nitellopsis","Nitellopsis obtusa",NA
"Nitophyllum","Nitophyllum punctatum",NA
"Nuphar","Nuphar lutea",NA
"Nymphaea","Nymphaea alba",NA
"Nymphaea","Nymphaea candida",NA
"Ochlochaete","Ochlochaete hystrix",NA
"Odonthalia","Odonthalia dentata",NA
"Osmundea","Osmundea pinnatifida",NA
"Osmundea","Osmundea truncata",NA
"Ostreobium","Ostreobium quekettii",NA
"Palmaria","Palmaria palmata",NA
"Percursaria","Percursaria percursa",NA
"Petalonia","Petalonia fascia",NA
"Planosiphon","Planosiphon zosterifolius",NA
"Petroderma","Petroderma maculiforme",NA
"Peyssonnelia","Peyssonnelia dubyi",NA
"Phaeophila","Phaeophila dendroides",NA
"Phaeophila","Phaeophila endophytum",NA
"Phaeostroma","Phaeostroma pustulosum",NA
"Phragmites","Phragmites australis",NA
"Phycocelis","Phycocelis foecunda",NA
"Phycodrys","Phycodrys rubens",NA
"Phyllophora","Phyllophora crispa",NA
"Phyllophora","Phyllophora pseudoceranoïdes",NA
"Phymatolithon","Phymatolithon calcareum",NA
"Phymatolithon","Phymatolithon laevigatum",NA
"Phymatolithon","Phymatolithon lenormandii",NA
"Phymatolithon","Phymatolithon purpureum",NA
"Phymatolithon","Phymatolithon tenue",NA
"Pilinia","Pilinia rimosa",NA
"Plagiospora","Plagiospora gracilis",NA
"Binuclearia","Binuclearia lauterbornii",NA
"Pleurocladia","Pleurocladia lacustris",NA
"Plocamium","Plocamium cartilagineum",NA
"Plumaria","Plumaria plumosa",NA
"Pneophyllum","Pneophyllum coronatum",NA
"Pneophyllum","Pneophyllum confervicola",NA
"Pneophyllum","Pneophyllum fragile",NA
"Pneophyllum","Pneophyllum limitatum",NA
"Pneophyllum","Pneophyllum subplanum",NA
"Pogotrichum","Pogotrichum filiforme",NA
"Persicaria","Persicaria foliosa",NA
"Polyides","Polyides rotunda",NA
"Polysiphonia","Polysiphonia brodiei",NA
"Polysiphonia","Polysiphonia elongata",NA
"Polysiphonia","Polysiphonia fibrillosa",NA
"Vertebrata","Vertebrata fucoides",NA
"Vertebrata","Vertebrata nigra",NA
"Polysiphonia","Polysiphonia stricta",NA
"Wildemania","Wildemania amplissima",NA
"Pyropia","Pyropia leucosticta",NA
"Porphyra","Porphyra linearis",NA
"Wildemania","Wildemania miniata",NA
"Porphyra","Porphyra purpurea",NA
"Porphyra","Porphyra umbilicalis",NA
"Porphyridium","Porphyridium aerugineum",NA
"Porphyridium","Porphyridium purpureum",NA
"Porphyropsis","Porphyropsis coccinea",NA
"Porterinema","Porterinema fluviatile",NA
"Potamogeton","Potamogeton berchtoldii",NA
"Potamogeton","Potamogeton zosteriformis",NA
"Potamogeton","Potamogeton crispus",NA
"Potamogeton","Potamogeton filiformis",NA
"Potamogeton","Potamogeton friesii",NA
"Potamogeton","Potamogeton gramineus",NA
"Potamogeton","Potamogeton illinoensis",NA
"Potamogeton","Potamogeton natans",NA
"Potamogeton","Potamogeton obtusifolius",NA
"Stuckenia","Stuckenia pectinata",NA
"Potamogeton","Potamogeton perfoliatus",NA
"Potamogeton","Potamogeton praelongus",NA
"Potamogeton","Potamogeton pusillus",NA
"Prasiola","Prasiola calophylla",NA
"Prasiola","Prasiola crispa",NA
"Prasiola","Prasiola furfuracea",NA
"Prasiola","Prasiola stipitata",NA
"Ulvella","Ulvella scutata",NA
"Protectocarpus","Protectocarpus speciosus",NA
"Protomonostroma","Protomonostroma undulatum",NA
"Pseudendoclonium","Pseudendoclonium dynamenae",NA
"Pseudendoclonium","Pseudendoclonium fucicola",NA
"Pseudendoclonium","Pseudendoclonium submarinum",NA
"Pseudolithoderma","Pseudolithoderma extensum",NA
"Pseudolithoderma","Pseudolithoderma rosenvingei",NA
"Pseudolithoderma","Pseudolithoderma subextensum",NA
"Symphyocladia","Symphyocladia parasitica",NA
"Pterothamnion","Pterothamnion plumula",NA
"Ptilota","Ptilota gunneri",NA
"Punctaria","Punctaria plantaginea",NA
"Punctaria","Punctaria tenuissima",NA
"Pylaiella","Pylaiella littoralis",NA
"Stragularia","Stragularia clavata",NA
"Ralfsia","Ralfsia lucida",NA
"Ralfsia","Ralfsia verrucosa",NA
"Ranunculus","Ranunculus aquatilis",NA
"Ranunculus","Ranunculus peltatus",NA
"Ranunculus","Ranunculus reptans",NA
"Ranunculus","Ranunculus trichophyllus",NA
"Rhizoclonium","Rhizoclonium riparium",NA
"Rhizoclonium","Rhizoclonium tortuosum",NA
"Rhodochorton","Rhodochorton purpureum",NA
"Rhodomela","Rhodomela confervoides",NA
"Rhodophyllis","Rhodophyllis divaricata",NA
"Rhodophysema","Rhodophysema elegans",NA
"Rhodophysema","Rhodophysema georgei",NA
"Platyhypnidium","Platyhypnidium riparoides",NA
"Rosenvingiellopsis","Rosenvingiellopsis constricta",NA
"Rosenvingiella","Rosenvingiella polyrhiza",NA
"Rosenvingiella","Rosenvingiella radicans",NA
"Ruppia","Ruppia cirrhosa",NA
"Ruppia","Ruppia maritima",NA
"Ruthnielsenia","Ruthnielsenia tenuis",NA
"Saccharina","Saccharina latissima",NA
"Sagittaria","Sagittaria sagittifolia",NA
"Sahlingia","Sahlingia subintegra",NA
"Sargassum","Sargassum muticum",NA
"Scagelia","Scagelia pylaisaei",NA
"Scagelothamnion","Scagelothamnion pusillum",NA
"Schmitzia","Schmitzia hiscockiana",NA
"Schmitzia","Schmitzia neapolitana",NA
"Schoenoplectus","Schoenoplectus lacustris",NA
"Schoenoplectus","Schoenoplectus tabernaemontani",NA
"Scinaia","Scinaia furcellata",NA
"Scytosiphon","Scytosiphon lomentaria",NA
"Seirospora","Seirospora interrupta",NA
"Sorapion","Sorapion kjellmanii",NA
"Sparganium","Sparganium emersum",NA
"Sparganium","Sparganium erectum",NA
"Sparganium","Sparganium gramineum",NA
"Sparganium","Sparganium natans",NA
"Spermatochnus","Spermatochnus paradoxus",NA
"Spermothamnion","Spermothamnion repens",NA
"Battersia","Battersia arctica",NA
"Sphaceloderma","Sphaceloderma caespitulum",NA
"Sphacelaria","Sphacelaria cirrosa",NA
"Sphacelorbus","Sphacelorbus nanus",NA
"Battersia","Battersia plumigera",NA
"Chaetopteris","Chaetopteris plumosa",NA
"Sphacelaria","Sphacelaria plumula",NA
"Protohalopteris","Protohalopteris radicans",NA
"Sphacelaria","Sphacelaria reticulata",NA
"Sphacelaria","Sphacelaria rigidula",NA
"Sphacelaria","Sphacelaria solitaria",NA
"Sphacelaria","Sphacelaria tribuloides",NA
"Sphaerotrichia","Sphaerotrichia divaricata",NA
"Spirodela","Spirodela polyrrhiza",NA
"Spirogyra","Spirogyra sp.",NA
"Spongomorpha","Spongomorpha aeruginosa",NA
"Spongonema","Spongonema tomentosum",NA
"Sporochnus","Sporochnus pedunculatus",NA
"Stictyosiphon","Stictyosiphon soriferus",NA
"Stictyosiphon","Stictyosiphon tortilis",NA
"Stigeoclonium","Stigeoclonium protensum",NA
"Stigeoclonium","Stigeoclonium tenue",NA
"Stilophora","Stilophora nodulosa",NA
"Stilophora","Stilophora tenella",NA
"Streblonema","Streblonema fasciculatum",NA
"Endodictyon","Endodictyon infestans",NA
"Striaria","Striaria attenuata",NA
"Neostromatella","Neostromatella monostromatica",NA
"Stylonema","Stylonema alsidii",NA
"Stylonema","Stylonema cornu-cervi",NA
"Halopteris","Halopteris scoparia",NA
"Subularia","Subularia aquatica",NA
"Symphyocarpus","Symphyocarpus strangulans",NA
"Syncoryne","Syncoryne reinkei",NA
"Tellamia","Tellamia contorta",NA
"Tilopteris","Tilopteris mertensii",NA
"Lithophyllum","Lithophyllum corallinae",NA
"Tolypella","Tolypella nidifica",NA
"Tsengia","Tsengia bairdii",NA
"Typha","Typha angustifolia",NA
"Typha","Typha latifolia",NA
"Ulothrix","Ulothrix flacca",NA
"Ulothrix","Ulothrix implexa",NA
"Ulothrix","Ulothrix speciosa",NA
"Ulothrix","Ulothrix subflaccida",NA
"Ulothrix","Ulothrix tenerrima",NA
"Ulothrix","Ulothrix zonata",NA
"Ulva","Ulva clathrata",NA
"Ulva","Ulva compressa",NA
"Ulva","Ulva curvata",NA
"Ulva","Ulva flexuosa",NA
"Ulva","Ulva flexuosa",NA
"Ulva","Ulva intestinalis",NA
"Ulva","Ulva lactuca",NA
"Ulva","Ulva linza",NA
"Ulva","Ulva prolifera",NA
"Ulva","Ulva torta",NA
"Ulvaria","Ulvaria splendens",NA
"Ulvella","Ulvella lens",NA
"Ulvella","Ulvella setchellii",NA
"Okellya","Okellya curvata",NA
"Urospora","Urospora bangioides",NA
"Urospora","Urospora neglecta",NA
"Urospora","Urospora penicilliformis",NA
"Urospora","Urospora wormskioldii",NA
"Utricularia","Utricularia vulgaris",NA
"Vaucheria","Vaucheria sp.",NA
"Vaucheria","Vaucheria arcassonensis",NA
"Vaucheria","Vaucheria compacta",NA
"Vaucheria","Vaucheria coronata",NA
"Vaucheria","Vaucheria dichotoma",NA
"Vaucheria","Vaucheria erythrospora",NA
"Vaucheria","Vaucheria intermedia",NA
"Vaucheria","Vaucheria litorea",NA
"Vaucheria","Vaucheria medusa",NA
"Vaucheria","Vaucheria sescuplicaria",NA
"Vaucheria","Vaucheria subsimplex",NA
"Vaucheria","Vaucheria synandra",NA
"Vaucheria","Vaucheria velutina",NA
"Vertebrata","Vertebrata lanosa",NA
"Zannichellia","Zannichellia palustris",NA
"Zostera","Zostera marina",NA
"Zostera","Zostera noltei",NA
"Zygnema","Zygnema sp.",NA
"Calliergon","Calliergon cordifolium",NA
"Calliergon","Calliergon megalophyllum",NA
"Chaetomorpha","Chaetomorpha capillaris",NA
"Cicuta","Cicuta virosa",NA
"Drepanocladus","Drepanocladus sordidus",NA
"Elatine","Elatine orthosperma",NA
"Eleocharis","Eleocharis mamillata",NA
"Fissidens","Fissidens adianthoides",NA
"Fissidens","Fissidens osmundoides",NA
"Fucus","Fucus distichus",NA
"Grania","Grania pectinata",NA
"Hippuris","Hippuris lanceolata",NA
"Hygrohypnum","Hygrohypnum luridum",NA
"Iris","Iris pseudacorus",NA
"Juncus","Juncus gerardii",NA
"Nemalion","Nemalion multifidum",NA
"Ranunculus","Ranunculus peltatus",NA
"Ranunculus","Ranunculus peltatus",NA
"Sagittaria","Sagittaria natans",NA
"Stratiotes","Stratiotes aloides",NA
"Stuckenia","Stuckenia vaginata",NA
"Triglochin","Triglochin maritima",NA
"Utricularia","Utricularia australis",NA
"Utricularia","Utricularia intermedia",NA
"Utricularia","Utricularia minor",NA
"Zannichellia","Zannichellia major",NA
"Halichoerus","Halichoerus grypus",NA
"Phoca","Phoca vitulina",NA
"Pusa","Pusa hispida",NA
"Phocoena","Phocoena phocoena",NA
"Lutra","Lutra lutra",NA
"Actitis","Actitis hypoleucos",NA
"Alca","Alca torda",NA
"Anas","Anas clypeata",NA
"Anas","Anas platyrhynchos",NA
"Anas","Anas strepera",NA
"Anser","Anser anser",NA
"Anthus","Anthus petrosus",NA
"Anthus","Anthus pratensis",NA
"Arenaria","Arenaria interpres",NA
"Aythya","Aythya fuligula",NA
"Aythya","Aythya marila",NA
"Branta","Branta leucopsis",NA
"Bucephala","Bucephala clangula",NA
"Calidris","Calidris alpina",NA
"Calidris","Calidris temminckii",NA
"Cepphus","Cepphus grylle",NA
"Charadrius","Charadrius alexandrinus",NA
"Charadrius","Charadrius hiaticula",NA
"Cygnus","Cygnus olor",NA
"Gelochelidon","Gelochelidon nilotica",NA
"Haematopus","Haematopus ostralegus",NA
"Haliaeetus","Haliaeetus albicilla",NA
"Hydroprogne","Hydroprogne caspia",NA
"Larus","Larus argentatus",NA
"Larus","Larus canus",NA
"Larus","Larus fuscus",NA
"Larus","Larus fuscus",NA
"Larus","Larus marinus",NA
"Larus","Larus melanocephalus",NA
"Hydrocoloeus","Hydrocoloeus minutus",NA
"Larus","Larus ridibundus",NA
"Limosa","Limosa limosa",NA
"Melanitta","Melanitta fusca",NA
"Mergellus","Mergellus albellus",NA
"Mergus","Mergus merganser",NA
"Mergus","Mergus serrator",NA
"Motacilla","Motacilla alba",NA
"Oenanthe","Oenanthe oenanthe",NA
"Pandion","Pandion haliaetus",NA
"Phalacrocorax","Phalacrocorax carbo",NA
"Philomachus","Philomachus pugnax",NA
"Podiceps","Podiceps auritus",NA
"Podiceps","Podiceps cristatus",NA
"Recurvirostra","Recurvirostra avosetta",NA
"Riparia","Riparia riparia",NA
"Rissa","Rissa tridactyla",NA
"Somateria","Somateria mollissima",NA
"Stercorarius","Stercorarius parasiticus",NA
"Sterna","Sterna hirundo",NA
"Sterna","Sterna paradisaea",NA
"Sterna","Sterna sandvicensis",NA
"Sternula","Sternula albifrons",NA
"Tadorna","Tadorna tadorna",NA
"Tringa","Tringa totanus",NA
"Uria","Uria aalge",NA
"Vanellus","Vanellus vanellus",NA
"Xenus","Xenus cinereus",NA
"Calidris","Calidris alpina",NA
"Larus","Larus fuscus",NA
"Charadrius","Charadrius hiaticula",NA
"Phalacrocorax","Phalacrocorax carbo",NA
"Acrocephalus","Acrocephalus arundinaceus",NA
"Acrocephalus","Acrocephalus schoenobaenus",NA
"Acrocephalus","Acrocephalus scirpaceus",NA
"Alauda","Alauda arvensis",NA
"Anas","Anas acuta",NA
"Anas","Anas crecca",NA
"Anas","Anas penelope",NA
"Anas","Anas querquedula",NA
"Aythya","Aythya ferina",NA
"Branta","Branta canadensis",NA
"Branta","Branta ruficollis",NA
"Charadrius","Charadrius dubius",NA
"Chlidonias","Chlidonias niger",NA
"Circus","Circus aeruginosus",NA
"Cuculus","Cuculus canorus",NA
"Cygnus","Cygnus cygnus",NA
"Emberiza","Emberiza schoeniclus",NA
"Fulica","Fulica atra",NA
"Gallinago","Gallinago gallinago",NA
"Gallinula","Gallinula chloropus",NA
"Grus","Grus grus",NA
"Locustella","Locustella luscinioides",NA
"Motacilla","Motacilla flava",NA
"Motacilla","Motacilla flava",NA
"Netta","Netta rufina",NA
"Numenius","Numenius arquata",NA
"Panurus","Panurus biarmicus",NA
"Podiceps","Podiceps grisegena",NA
"Tachybaptus","Tachybaptus ruficollis",NA
"Gavia","Gavia stellata",NA
"Gavia","Gavia arctica",NA
"Gavia","Gavia immer",NA
"Gavia","Gavia adamsii",NA
"Phalacrocorax","Phalacrocorax carbo",NA
"Cygnus","Cygnus columbianus",NA
"Anser","Anser fabalis",NA
"Anser","Anser fabalis",NA
"Anser","Anser brachyrhynchus",NA
"Anser","Anser albifrons",NA
"Anser","Anser erythropus",NA
"Branta","Branta bernicla",NA
"Somateria","Somateria spectabilis",NA
"Polysticta","Polysticta stelleri",NA
"Clangula","Clangula hyemalis",NA
"Melanitta","Melanitta nigra",NA
"Calidris","Calidris maritima",NA
"Larus","Larus cachinnans",NA
"Alca","Alca torda",NA
"Alca","Alca torda",NA
"Cepphus","Cepphus grylle",NA
"Cepphus","Cepphus grylle",NA
"Alle","Alle alle",NA
"Eremophila","Eremophila alpestris",NA
"Carduelis","Carduelis flavirostris",NA
"Plectrophenax","Plectrophenax nivalis",NA
"Calidris","Calidris alpina",NA
"Falco","Falco peregrinus",NA
"Mesoporos","Mesoporos perforatus","Dinophyceae"
"Prorocentrum","Prorocentrum balticum","Dinophyceae"
"Prorocentrum","Prorocentrum cassubicum","Dinophyceae"
"Prorocentrum","Prorocentrum compressum","Dinophyceae"
"Prorocentrum","Prorocentrum lima","Dinophyceae"
"Prorocentrum","Prorocentrum micans","Dinophyceae"
"Prorocentrum","Prorocentrum minimum","Dinophyceae"
"Prorocentrum","Prorocentrum scutellum","Dinophyceae"
"Prorocentrum","Prorocentrum sp.","Dinophyceae"
"Dinophysis","Dinophysis acuminata","Dinophyceae"
"Dinophysis","Dinophysis acuta","Dinophyceae"
"Dinophysis","Dinophysis arctica","Dinophyceae"
"Dinophysis","Dinophysis caudata","Dinophyceae"
"Dinophysis","Dinophysis dens","Dinophyceae"
"Dinophysis","Dinophysis groenlandica","Dinophyceae"
"Dinophysis","Dinophysis hastata","Dinophyceae"
"Dinophysis","Dinophysis norvegica","Dinophyceae"
"Dinophysis","Dinophysis rotundata","Dinophyceae"
"Dinophysis","Dinophysis tripos","Dinophyceae"
"Dinophysis","Dinophysis sp.","Dinophyceae"
"Sinophysis","Sinophysis ebriolum","Dinophyceae"
"Amphidinium","Amphidinium acutissimum","Dinophyceae"
"Amphidinium","Amphidinium carterae","Dinophyceae"
"Amphidinium","Amphidinium crassum","Dinophyceae"
"Amphidinium","Amphidinium elenkinii","Dinophyceae"
"Amphidinium","Amphidinium incoloratum","Dinophyceae"
"Amphidinium","Amphidinium longum","Dinophyceae"
"Amphidinium","Amphidinium operculatum","Dinophyceae"
"Amphidinium","Amphidinium ovoideum","Dinophyceae"
"Amphidinium","Amphidinium pellucidum","Dinophyceae"
"Amphidinium","Amphidinium semilunatum","Dinophyceae"
"Amphidinium","Amphidinium sphenoides","Dinophyceae"
"Amphidinium","Amphidinium steinii","Dinophyceae"
"Amphidinium","Amphidinium sp.","Dinophyceae"
"Cochlodinium","Cochlodinium helicoides","Dinophyceae"
"Cochlodinium","Cochlodinium pellucidum","Dinophyceae"
"Cochlodinium","Cochlodinium pupa","Dinophyceae"
"Cochlodinium","Cochlodinium sp.","Dinophyceae"
"Gymnodinium","Gymnodinium aeruginosum","Dinophyceae"
"Gymnodinium","Gymnodinium albulum","Dinophyceae"
"Gymnodinium","Gymnodinium arcticum","Dinophyceae"
"Gymnodinium","Gymnodinium aureolum","Dinophyceae"
"Gymnodinium","Gymnodinium catenatum","Dinophyceae"
"Gymnodinium","Gymnodinium chlorophorum","Dinophyceae"
"Gymnodinium","Gymnodinium elongatum","Dinophyceae"
"Gymnodinium","Gymnodinium endofasciculum","Dinophyceae"
"Gymnodinium","Gymnodinium fissum","Dinophyceae"
"Gymnodinium","Gymnodinium fuscum","Dinophyceae"
"Gymnodinium","Gymnodinium galatheanum","Dinophyceae"
"Gymnodinium","Gymnodinium gracile","Dinophyceae"
"Gymnodinium","Gymnodinium gracilentum","Dinophyceae"
"Gymnodinium","Gymnodinium helveticum","Dinophyceae"
"Gymnodinium","Gymnodinium heterostriatum","Dinophyceae"
"Gymnodinium","Gymnodinium lacustre","Dinophyceae"
"Gymnodinium","Gymnodinium lantzschii","Dinophyceae"
"Gymnodinium","Gymnodinium latum","Dinophyceae"
"Gymnodinium","Gymnodinium lebourae","Dinophyceae"
"Gymnodinium","Gymnodinium micrum","Dinophyceae"
"Gymnodinium","Gymnodinium mikimotoi","Dinophyceae"
"Gymnodinium","Gymnodinium ostenfeldii","Dinophyceae"
"Gymnodinium","Gymnodinium nolleri","Dinophyceae"
"Gymnodinium","Gymnodinium pigmentosum","Dinophyceae"
"Gymnodinium","Gymnodinium pygmaeum","Dinophyceae"
"Gymnodinium","Gymnodinium rhomboides","Dinophyceae"
"Gymnodinium","Gymnodinium rubrocinctum","Dinophyceae"
"Gymnodinium","Gymnodinium rubrum","Dinophyceae"
"Gymnodinium","Gymnodinium sanguineum","Dinophyceae"
"Gymnodinium","Gymnodinium semidivisum","Dinophyceae"
"Gymnodinium","Gymnodinium simplex","Dinophyceae"
"Gymnodinium","Gymnodinium vestificii","Dinophyceae"
"Gymnodinium","Gymnodinium wulffii","Dinophyceae"
"Gymnodinium","Gymnodinium sp.","Dinophyceae"
"Gyrodinium","Gyrodinium aciculatum","Dinophyceae"
"Gyrodinium","Gyrodinium calyptroglyphe","Dinophyceae"
"Gyrodinium","Gyrodinium crassum","Dinophyceae"
"Gyrodinium","Gyrodinium dominans","Dinophyceae"
"Gyrodinium","Gyrodinium esturiale","Dinophyceae"
"Gyrodinium","Gyrodinium fusiforme","Dinophyceae"
"Gyrodinium","Gyrodinium grave","Dinophyceae"
"Gyrodinium","Gyrodinium herbaceum","Dinophyceae"
"Gyrodinium","Gyrodinium longum","Dinophyceae"
"Gyrodinium","Gyrodinium pepo","Dinophyceae"
"Gyrodinium","Gyrodinium pingue","Dinophyceae"
"Gyrodinium","Gyrodinium pulchellum","Dinophyceae"
